win,ass-mon,ass-out,ass-int,arc-mon,arc-out,arc-int,sup-mon,sup-out,sup-int,tan-mon,tan-out,tan-int,war-mon,war-out,war-int,mag-mon,mag-out,mag-int,position_list,tf,ass-mon-out,ass-mon-int,arc-mon-out,arc-mon-int,sup-mon-out,sup-mon-int,tan-mon-out,tan-mon-int,war-mon-out,war-mon-int,mag-mon-out,mag-mon-int
0,0,0,0,14746,119884,66932,8298,33118,42535,9909,51984,134322,14887,53074,72953,12779,111304,44985,"[0, 1, 1, 1, 1, 1]",False,0,0,1767809464,986979272,274813164,352955430,515109456,1330996698,790112638,1086051311,1422353816,574863315
1,11700,35454,40806,0,0,0,14024,68096,34788,7758,18209,39467,10330,43218,38059,0,0,0,"[1, 0, 2, 1, 1, 0]",True,414811800,477430200,0,0,954978304,487866912,141265422,306184986,446441940,393149470,0,0
0,7542,15512,32974,9554,32560,27894,0,0,0,11645,23566,102116,0,0,0,5756,13887,21048,"[1, 1, 0, 2, 0, 1]",False,116991504,248689908,311078240,266499276,0,0,274426070,1189140820,0,0,79933572,121152288
1,0,0,0,17996,204761,96536,10787,39835,109203,11550,73556,189265,17589,83280,152793,14547,117877,62755,"[0, 1, 1, 1, 1, 1]",True,0,0,3684878956,1737261856,429700145,1177972761,849571800,2186010750,1464811920,2687476077,1714756719,912896985
0,0,0,0,18788,168847,89673,9225,28889,172949,22215,156658,303643,0,0,0,13140,121691,73194,"[0, 1, 1, 2, 0, 1]",False,0,0,3172297436,1684776324,266501025,1595454525,3480157470,6745429245,0,0,1599019740,961769160
1,21006,102240,128792,19208,111360,104125,11267,14329,114111,13390,41926,179744,0,0,0,14256,117041,40385,"[1, 1, 1, 1, 0, 1]",True,2147653440,2705404752,2139002880,2000033000,161444843,1285688637,561389140,2406772160,0,0,1668536496,575728560
0,0,0,0,19192,203837,89552,9540,23639,148797,0,0,0,28563,100983,187265,15717,136115,48192,"[0, 1, 1, 0, 2, 1]",False,0,0,3912039704,1718681984,225516060,1419523380,0,0,2884377429,5348850195,2139319455,757433664
1,11723,44547,48378,10395,36042,24854,6231,13510,51630,7800,10337,74934,0,0,0,9711,76058,45632,"[1, 1, 1, 1, 0, 1]",True,522224481,567135294,374656590,258357330,84180810,321706530,80628600,584485200,0,0,738599238,443132352
0,0,0,0,7746,49155,35740,13394,68659,71811,6311,27927,69229,8534,19501,33587,0,0,0,"[0, 1, 2, 1, 1, 0]",False,0,0,380754630,276842040,919618646,961836534,176247297,436904219,166421534,286631458,0,0
1,0,0,0,0,0,0,7087,27783,34447,8315,48948,109868,26545,139028,134046,8015,30597,19630,"[0, 0, 1, 1, 2, 1]",True,0,0,0,0,196898121,244125889,407002620,913552420,3690498260,3558251070,245234955,157334450
0,11394,31173,56484,9466,71493,42788,13232,103078,84026,6059,29137,83319,0,0,0,0,0,0,"[1, 1, 2, 1, 0, 0]",False,355185162,643578696,676752738,405031208,1363928096,1111832032,176541083,504829821,0,0,0,0
0,23018,113439,116172,18224,186641,109475,9996,23094,146184,9790,53326,189886,0,0,0,13381,118613,42382,"[1, 1, 1, 1, 0, 1]",False,2611138902,2674047096,3401345584,1995072400,230847624,1461255264,522061540,1858983940,0,0,1587160553,567113542
1,18055,98158,114914,20854,210127,71304,10621,13879,140694,12148,65699,175822,0,0,0,13541,116324,59072,"[1, 1, 1, 1, 0, 1]",True,1772242690,2074772270,4381988458,1486973616,147408859,1494310974,798111452,2135885656,0,0,1575143284,799893952
0,16362,44914,83139,13824,99579,65961,7774,18880,141252,8960,67148,121363,0,0,0,10327,103005,31074,"[1, 1, 1, 1, 0, 1]",False,734882868,1360320318,1376580096,911844864,146773120,1098093048,601646080,1087412480,0,0,1063732635,320901198
1,16396,86272,84942,15799,128822,55208,8967,40703,81528,11446,72959,156347,0,0,0,8939,66681,36686,"[1, 1, 1, 1, 0, 1]",True,1414515712,1392709032,2035258778,872231192,364983801,731061576,835088714,1789547762,0,0,596061459,327936154
0,0,0,0,13893,70341,43915,8259,16463,30390,9265,14059,91380,15281,42856,71028,13027,82156,24311,"[0, 1, 1, 1, 1, 1]",False,0,0,977247513,610111095,135967917,250991010,130256635,846635700,654882536,1085378868,1070246212,316699397
1,17626,54344,62910,18466,68866,43174,9785,8674,84395,11522,24904,90665,0,0,0,9430,42057,23443,"[1, 1, 1, 1, 0, 1]",True,957867344,1108851660,1271679556,797251084,84875090,825805075,286943888,1044642130,0,0,396597510,221067490
1,18450,126234,154476,0,0,0,9449,68714,168181,12949,70425,208218,15706,115112,129110,14212,210213,52044,"[1, 0, 1, 1, 1, 1]",True,2329017300,2850082200,0,0,649278586,1589142269,911933325,2696214882,1807949072,2027801660,2987547156,739649328
0,15050,141016,83462,19295,195611,123135,9941,45613,117088,12136,82746,236213,18834,134647,174796,0,0,0,"[1, 1, 1, 1, 1, 0]",False,2122290800,1256103100,3774314245,2375889825,453438833,1163971808,1004205456,2866680968,2535941598,3292107864,0,0
0,0,0,0,7896,46213,32457,3980,7141,52244,4813,13097,90206,7231,33679,48132,6237,31708,28607,"[0, 1, 1, 1, 1, 1]",False,0,0,364897848,256280472,28421180,207931120,63035861,434161478,243532849,348042492,197762796,178421859
1,10405,43799,50805,0,0,0,6344,22395,34990,8272,33994,65783,9757,33563,52243,9136,81638,15680,"[1, 0, 1, 1, 1, 1]",True,455728595,528626025,0,0,142073880,221976560,281198368,544156976,327474191,509734951,745844768,143252480
0,10085,33545,47881,11396,87655,32650,6668,22138,104000,0,0,0,10883,35162,55263,11559,120131,20340,"[1, 1, 1, 0, 1, 1]",False,338301325,482879885,998916380,372079400,147616184,693472000,0,0,382668046,601427229,1388594229,235110060
1,0,0,0,14702,90308,68686,8463,12464,58870,9674,31701,124264,13158,36421,60799,11147,24697,45762,"[0, 1, 1, 1, 1, 1]",True,0,0,1327708216,1009821572,105482832,498216810,306675474,1202129936,479227518,799993242,275297459,510109014
1,0,0,0,13739,123419,47675,0,0,0,8641,42139,124114,25735,140160,149894,14069,135047,26361,"[0, 1, 0, 1, 2, 1]",True,0,0,1695653641,655006825,0,0,364123099,1072469074,3607017600,3857522090,1899976243,370872909
0,0,0,0,14900,64498,61568,0,0,0,17445,43994,244577,12902,49512,91306,10639,60599,84281,"[0, 1, 0, 2, 1, 1]",False,0,0,961020200,917363200,0,0,767475330,4266645765,638803824,1178030012,644712761,896665559
0,0,0,0,10942,60526,40987,5778,13919,85866,0,0,0,16746,92258,166888,9210,57883,34475,"[0, 1, 1, 0, 2, 1]",False,0,0,662275492,448479754,80423982,496133748,0,0,1544952468,2794706448,533102430,317514750
1,8023,45415,56079,12084,89165,58441,6184,15540,67275,0,0,0,11271,53000,63815,11441,76395,38869,"[1, 1, 1, 0, 1, 1]",True,364364545,449921817,1077469860,706201044,96099360,416028600,0,0,597363000,719258865,874035195,444700229
1,0,0,0,13586,59058,30199,9097,20445,85071,0,0,0,26286,59059,101932,13366,143177,38403,"[0, 1, 1, 0, 2, 1]",True,0,0,802361988,410283614,185988165,773890887,0,0,1552424874,2679384552,1913703782,513294498
0,0,0,0,10661,39867,34817,9079,51052,27907,16276,42023,177157,9416,26360,74473,0,0,0,"[0, 1, 1, 2, 1, 0]",False,0,0,425022087,371184037,463501108,253367653,683966348,2883407332,248205760,701237768,0,0
1,18484,98969,94532,0,0,0,12112,62687,149695,14368,74648,190059,14966,52999,85905,16821,264358,49065,"[1, 0, 1, 1, 1, 1]",True,1829342996,1747329488,0,0,759264944,1813105840,1072542464,2730767712,793183034,1285654230,4446765918,825322365
0,0,0,0,16799,119033,91892,11807,54066,219976,15066,60266,204468,17999,90953,95129,14306,158095,53025,"[0, 1, 1, 1, 1, 1]",False,0,0,1999635367,1543693708,638357262,2597256632,907967556,3080514888,1637063047,1712226871,2261707070,758575650
1,9668,71287,89987,0,0,0,16189,125021,171659,14654,57724,145694,0,0,0,0,0,0,"[1, 0, 2, 2, 0, 0]",True,689202716,869994316,0,0,2023964969,2778987551,845887496,2134999876,0,0,0,0
0,7367,116920,32231,8534,85187,41687,5390,30577,79981,0,0,0,17321,91238,128001,0,0,0,"[1, 1, 1, 0, 2, 0]",False,861349640,237445777,726985858,355756858,164810030,431097590,0,0,1580333398,2217105321,0,0
1,10464,32829,27588,0,0,0,14827,79089,95433,7257,17149,66559,6523,12982,57622,0,0,0,"[1, 0, 2, 1, 1, 0]",True,343522656,288680832,0,0,1172652603,1414985091,124450293,483018663,84681586,375868306,0,0
0,0,0,0,8609,43654,33756,7873,84270,13396,6795,18049,83332,19562,62267,72010,0,0,0,"[0, 1, 1, 1, 2, 0]",False,0,0,375817286,290605404,663457710,105466708,122642955,566240940,1218067054,1408659620,0,0
1,11363,99612,106738,0,0,0,8151,34990,146754,10623,58568,138913,14777,56658,50964,12004,92655,64403,"[1, 0, 1, 1, 1, 1]",True,1131891156,1212863894,0,0,285203490,1196191854,622167864,1475672799,837235266,753095028,1112230620,773093612
0,0,0,0,11863,139838,57018,9288,126926,53247,8645,44421,126482,22767,101541,166002,0,0,0,"[0, 1, 1, 1, 2, 0]",False,0,0,1658898194,676404534,1178888688,494558136,384019545,1093436890,2311783947,3779367534,0,0
1,0,0,0,11108,67012,53453,33613,170197,310980,0,0,0,12952,49060,60322,0,0,0,"[0, 1, 3, 0, 1, 0]",True,0,0,744369296,593755924,5720831761,10452970740,0,0,635425120,781290544,0,0
0,0,0,0,10445,66313,58592,7599,22352,95189,7802,36596,109746,11397,23290,39157,9511,156493,22159,"[0, 1, 1, 1, 1, 1]",False,0,0,692639285,611993440,169852848,723341211,285521992,856238292,265436130,446272329,1488404923,210754249
1,0,0,0,11358,76354,58960,16077,98998,127064,10319,50580,107004,10443,34758,47485,0,0,0,"[0, 1, 2, 1, 1, 0]",True,0,0,867228732,669667680,1591590846,2042807928,521935020,1104174276,362977794,495885855,0,0
0,8381,108641,30812,7691,60621,57445,0,0,0,12371,46921,159261,8886,50168,45581,0,0,0,"[1, 1, 0, 2, 1, 0]",False,910520221,258235372,466236111,441809495,0,0,580459691,1970217831,445792848,405032766,0,0
1,0,0,0,8004,75990,44307,14573,109167,96450,8417,29655,57516,9052,42798,49771,0,0,0,"[0, 1, 2, 1, 1, 0]",True,0,0,608223960,354633228,1590890691,1405565850,249606135,484112172,387407496,450527092,0,0
0,0,0,0,7752,49482,47727,5591,15878,75154,7195,23390,87778,6540,23461,49623,8631,75268,27924,"[0, 1, 1, 1, 1, 1]",False,0,0,383584464,369979704,88773898,420186014,168291050,631562710,153434940,324534420,649638108,241012044
1,0,0,0,11418,74952,38563,7360,41305,30970,8780,47530,85567,9802,75815,78400,8199,75010,23055,"[0, 1, 1, 1, 1, 1]",True,0,0,855801936,440312334,304004800,227939200,417313400,751278260,743138630,768476800,615006990,189027945
0,0,0,0,9377,59704,57911,15066,90591,136099,6891,25048,105262,7793,10465,59651,0,0,0,"[0, 1, 2, 1, 1, 0]",False,0,0,559844408,543031447,1364844006,2050467534,172605768,725360442,81553745,464860243,0,0
1,41008,266857,361829,0,0,0,0,0,0,56704,219405,907055,33838,235863,300681,31763,367042,250215,"[1, 0, 0, 2, 1, 1]",True,10943271856,14837883632,0,0,0,0,12441141120,51433646720,7981132194,10174443678,11658355046,7947579045
0,0,0,0,39399,351627,203311,52359,595225,426676,30779,163812,586263,33313,202347,208788,0,0,0,"[0, 1, 2, 1, 1, 0]",False,0,0,13853752173,8010250089,31165385775,22340328684,5041969548,18044588877,6740785611,6955354644,0,0
0,0,0,0,11642,96061,63898,20191,116250,165604,10232,64450,203405,11568,40070,102794,0,0,0,"[0, 1, 2, 1, 1, 0]",False,0,0,1118342162,743900516,2347203750,3343710364,659452400,2081239960,463529760,1189120992,0,0
1,16018,92969,58250,0,0,0,10284,29595,107773,11812,58564,121812,14028,66017,88302,14331,206418,37855,"[1, 0, 1, 1, 1, 1]",True,1489177442,933048500,0,0,304354980,1108337532,691757968,1438843344,926086476,1238700456,2958176358,542500005
1,0,0,0,13586,59058,30199,9097,20445,85071,0,0,0,26286,59059,101932,13366,143177,38403,"[0, 1, 1, 0, 2, 1]",True,0,0,802361988,410283614,185988165,773890887,0,0,1552424874,2679384552,1913703782,513294498
0,0,0,0,10661,39867,34817,9079,51052,27907,16276,42023,177157,9416,26360,74473,0,0,0,"[0, 1, 1, 2, 1, 0]",False,0,0,425022087,371184037,463501108,253367653,683966348,2883407332,248205760,701237768,0,0
1,18484,98969,94532,0,0,0,12112,62687,149695,14368,74648,190059,14966,52999,85905,16821,264358,49065,"[1, 0, 1, 1, 1, 1]",True,1829342996,1747329488,0,0,759264944,1813105840,1072542464,2730767712,793183034,1285654230,4446765918,825322365
0,0,0,0,16799,119033,91892,11807,54066,219976,15066,60266,204468,17999,90953,95129,14306,158095,53025,"[0, 1, 1, 1, 1, 1]",False,0,0,1999635367,1543693708,638357262,2597256632,907967556,3080514888,1637063047,1712226871,2261707070,758575650
1,9668,71287,89987,0,0,0,16189,125021,171659,14654,57724,145694,0,0,0,0,0,0,"[1, 0, 2, 2, 0, 0]",True,689202716,869994316,0,0,2023964969,2778987551,845887496,2134999876,0,0,0,0
0,7367,116920,32231,8534,85187,41687,5390,30577,79981,0,0,0,17321,91238,128001,0,0,0,"[1, 1, 1, 0, 2, 0]",False,861349640,237445777,726985858,355756858,164810030,431097590,0,0,1580333398,2217105321,0,0
1,10464,32829,27588,0,0,0,14827,79089,95433,7257,17149,66559,6523,12982,57622,0,0,0,"[1, 0, 2, 1, 1, 0]",True,343522656,288680832,0,0,1172652603,1414985091,124450293,483018663,84681586,375868306,0,0
0,0,0,0,8609,43654,33756,7873,84270,13396,6795,18049,83332,19562,62267,72010,0,0,0,"[0, 1, 1, 1, 2, 0]",False,0,0,375817286,290605404,663457710,105466708,122642955,566240940,1218067054,1408659620,0,0
1,11363,99612,106738,0,0,0,8151,34990,146754,10623,58568,138913,14777,56658,50964,12004,92655,64403,"[1, 0, 1, 1, 1, 1]",True,1131891156,1212863894,0,0,285203490,1196191854,622167864,1475672799,837235266,753095028,1112230620,773093612
0,0,0,0,11863,139838,57018,9288,126926,53247,8645,44421,126482,22767,101541,166002,0,0,0,"[0, 1, 1, 1, 2, 0]",False,0,0,1658898194,676404534,1178888688,494558136,384019545,1093436890,2311783947,3779367534,0,0
1,0,0,0,11108,67012,53453,33613,170197,310980,0,0,0,12952,49060,60322,0,0,0,"[0, 1, 3, 0, 1, 0]",True,0,0,744369296,593755924,5720831761,10452970740,0,0,635425120,781290544,0,0
0,0,0,0,10445,66313,58592,7599,22352,95189,7802,36596,109746,11397,23290,39157,9511,156493,22159,"[0, 1, 1, 1, 1, 1]",False,0,0,692639285,611993440,169852848,723341211,285521992,856238292,265436130,446272329,1488404923,210754249
1,0,0,0,11358,76354,58960,16077,98998,127064,10319,50580,107004,10443,34758,47485,0,0,0,"[0, 1, 2, 1, 1, 0]",True,0,0,867228732,669667680,1591590846,2042807928,521935020,1104174276,362977794,495885855,0,0
0,8381,108641,30812,7691,60621,57445,0,0,0,12371,46921,159261,8886,50168,45581,0,0,0,"[1, 1, 0, 2, 1, 0]",False,910520221,258235372,466236111,441809495,0,0,580459691,1970217831,445792848,405032766,0,0
1,0,0,0,8004,75990,44307,14573,109167,96450,8417,29655,57516,9052,42798,49771,0,0,0,"[0, 1, 2, 1, 1, 0]",True,0,0,608223960,354633228,1590890691,1405565850,249606135,484112172,387407496,450527092,0,0
0,0,0,0,7752,49482,47727,5591,15878,75154,7195,23390,87778,6540,23461,49623,8631,75268,27924,"[0, 1, 1, 1, 1, 1]",False,0,0,383584464,369979704,88773898,420186014,168291050,631562710,153434940,324534420,649638108,241012044
1,0,0,0,11418,74952,38563,7360,41305,30970,8780,47530,85567,9802,75815,78400,8199,75010,23055,"[0, 1, 1, 1, 1, 1]",True,0,0,855801936,440312334,304004800,227939200,417313400,751278260,743138630,768476800,615006990,189027945
0,0,0,0,9377,59704,57911,15066,90591,136099,6891,25048,105262,7793,10465,59651,0,0,0,"[0, 1, 2, 1, 1, 0]",False,0,0,559844408,543031447,1364844006,2050467534,172605768,725360442,81553745,464860243,0,0
1,41008,266857,361829,0,0,0,0,0,0,56704,219405,907055,33838,235863,300681,31763,367042,250215,"[1, 0, 0, 2, 1, 1]",True,10943271856,14837883632,0,0,0,0,12441141120,51433646720,7981132194,10174443678,11658355046,7947579045
0,0,0,0,39399,351627,203311,52359,595225,426676,30779,163812,586263,33313,202347,208788,0,0,0,"[0, 1, 2, 1, 1, 0]",False,0,0,13853752173,8010250089,31165385775,22340328684,5041969548,18044588877,6740785611,6955354644,0,0
0,0,0,0,11642,96061,63898,20191,116250,165604,10232,64450,203405,11568,40070,102794,0,0,0,"[0, 1, 2, 1, 1, 0]",False,0,0,1118342162,743900516,2347203750,3343710364,659452400,2081239960,463529760,1189120992,0,0
1,16018,92969,58250,0,0,0,10284,29595,107773,11812,58564,121812,14028,66017,88302,14331,206418,37855,"[1, 0, 1, 1, 1, 1]",True,1489177442,933048500,0,0,304354980,1108337532,691757968,1438843344,926086476,1238700456,2958176358,542500005
0,17931,112754,148343,0,0,0,11933,26801,245721,16305,54134,263338,18017,71819,135936,19141,277489,23450,"[1, 0, 1, 1, 1, 1]",False,2021791974,2659938333,0,0,319816333,2932188693,882654870,4293726090,1293962923,2449158912,5311416949,448856450
1,0,0,0,20922,220531,88092,27883,293986,185840,17353,93669,220480,20211,124217,166508,0,0,0,"[0, 1, 2, 1, 1, 0]",True,0,0,4613949582,1843060824,8197211638,5181776720,1625438157,3825989440,2510549787,3365293188,0,0
0,0,0,0,0,0,0,7091,27075,68343,0,0,0,27672,156389,198115,10176,136090,15242,"[0, 0, 1, 0, 3, 1]",False,0,0,0,0,191988825,484620213,0,0,4327596408,5482238280,1384851840,155102592
1,13269,88030,80734,0,0,0,8558,17934,92738,10485,56038,111111,13233,47037,66958,11017,43431,45013,"[1, 0, 1, 1, 1, 1]",True,1168070070,1071259446,0,0,153479172,793651804,587558430,1164998835,622440621,886055214,478479327,495908221
0,11940,113623,57843,0,0,0,9567,37548,61787,24658,100583,353922,0,0,0,15023,166788,45577,"[1, 0, 1, 2, 0, 1]",False,1356658620,690645420,0,0,359221716,591116229,2480175614,8727008676,0,0,2505656124,684703271
1,0,0,0,15805,131226,74442,10024,24867,158378,14149,76824,157292,16720,95374,83180,16322,137872,60467,"[0, 1, 1, 1, 1, 1]",True,0,0,2074026930,1176555810,249266808,1587581072,1086982776,2225524508,1594653280,1390769600,2250346784,986942374
0,10919,49080,84890,0,0,0,0,0,0,6726,30889,114852,20236,109639,162230,9589,96927,27109,"[1, 0, 0, 1, 2, 1]",False,535904520,926913910,0,0,0,0,207759414,772494552,2218654804,3282886280,929433003,259948201
1,0,0,0,14304,73237,74031,8846,29480,84800,0,0,0,24212,101210,170094,13633,137327,39481,"[0, 1, 1, 0, 2, 1]",True,0,0,1047582048,1058939424,260780080,750140800,0,0,2450496520,4118315928,1872178991,538244473
1,0,0,0,10852,52955,34156,15884,118447,57185,0,0,0,20029,77253,102002,0,0,0,"[0, 1, 2, 0, 2, 0]",True,0,0,574667660,370660912,1881412148,908326540,0,0,1547300337,2042998058,0,0
0,10337,28854,69546,0,0,0,0,0,0,11993,37984,149045,9430,29153,51518,8245,53427,28968,"[1, 0, 0, 2, 1, 1]",False,298263798,718897002,0,0,0,0,455542112,1787496685,274912790,485814740,440505615,238841160
1,0,0,0,9228,28033,21275,5230,21148,40020,0,0,0,16220,48129,91027,8823,37951,17061,"[0, 1, 1, 0, 2, 1]",True,0,0,258688524,196325700,110604040,209304600,0,0,780652380,1476457940,334841673,150529203
0,7367,24068,33971,7042,26008,21835,4117,5005,32911,0,0,0,7441,23970,43867,6423,21889,34413,"[1, 1, 1, 0, 1, 1]",False,177308956,250264357,183148336,153762070,20605585,135494587,0,0,178360770,326414347,140593047,221034699
0,0,0,0,0,0,0,14386,63962,93634,7122,21721,80139,15892,17663,91166,0,0,0,"[0, 0, 2, 1, 2, 0]",False,0,0,0,0,920157332,1347018724,154696962,570749958,280700396,1448810072,0,0
1,0,0,0,11625,105038,24672,0,0,0,12741,25827,91592,10655,32690,36511,9062,61748,25449,"[0, 1, 0, 2, 1, 1]",True,0,0,1221066750,286812000,0,0,329061807,1166973672,348311950,389024705,559560376,230618838
0,6146,14246,28071,7797,29263,24883,4511,15201,50770,0,0,0,5820,11815,34241,6266,37829,28488,"[1, 1, 1, 0, 1, 1]",False,87555916,172524366,228163611,194012751,68571711,229023470,0,0,68763300,199282620,237036514,178505808
1,0,0,0,9909,56147,36901,5359,7492,33184,0,0,0,14062,36875,60636,7286,33574,15784,"[0, 1, 1, 0, 2, 1]",True,0,0,556360623,365652009,40149628,177833056,0,0,518536250,852663432,244620164,115002224
1,0,0,0,13536,88737,56239,0,0,0,18675,69063,225923,15682,103169,94852,11450,55071,49348,"[0, 1, 0, 2, 1, 1]",True,0,0,1201144032,761251104,0,0,1289751525,4219112025,1617896258,1487469064,630562950,565034600
0,12118,56840,68507,0,0,0,6468,23524,81670,0,0,0,20991,154736,162692,10952,92470,42272,"[1, 0, 1, 0, 2, 1]",False,688787120,830167826,0,0,152153232,528241560,0,0,3248063376,3415067772,1012731440,462962944
1,13484,117504,89143,14807,129327,47494,9724,37382,140509,14734,110315,133882,16218,69736,87580,0,0,0,"[1, 1, 1, 1, 1, 0]",True,1584423936,1202004212,1914944889,703243658,363502568,1366309516,1625381210,1972617388,1130978448,1420372440,0,0
0,0,0,0,14495,127354,80771,9413,74986,68289,24334,99282,347060,0,0,0,12270,105880,43921,"[0, 1, 1, 2, 0, 1]",False,0,0,1845996230,1170775645,705843218,642804357,2415928188,8445358040,0,0,1299147600,538910670
1,0,0,0,13403,114774,75670,9551,41132,79740,0,0,0,25913,142171,228074,13770,112530,45363,"[0, 1, 1, 0, 2, 1]",True,0,0,1538315922,1014205010,392851732,761596740,0,0,3684077123,5910081562,1549538100,624648510
0,10377,47696,83933,14091,145248,63194,7314,15190,92219,13094,69986,143864,10180,61297,90623,0,0,0,"[1, 1, 1, 1, 1, 0]",False,494941392,870972741,2046689568,890466654,111099660,674489766,916396684,1883755216,624003460,922542140,0,0
1,0,0,0,8817,45175,24612,4669,14029,37936,0,0,0,14069,70371,69293,7336,76108,11582,"[0, 1, 1, 0, 2, 1]",True,0,0,398307975,217004004,65501401,177123184,0,0,990049599,974883217,558328288,84965552
0,5594,11580,33877,0,0,0,3377,5789,44491,4869,17549,58766,5290,23242,58298,5666,25272,33734,"[1, 0, 1, 1, 1, 1]",False,64778520,189507938,0,0,19549453,150246107,85446081,286131654,122950180,308396420,143191152,191136844
0,0,0,0,10652,69524,42058,6034,12791,72701,0,0,0,18037,48239,111485,9803,71617,52897,"[0, 1, 1, 0, 2, 1]",False,0,0,740569648,448001816,77180894,438677834,0,0,870086843,2010854945,702061451,518549291
1,0,0,0,12559,95954,23562,6183,18675,72336,0,0,0,19209,71799,126150,8755,54491,39203,"[0, 1, 1, 0, 2, 1]",True,0,0,1205086286,295915158,115467525,447253488,0,0,1379186991,2423215350,477068705,343222265
1,10553,62593,59578,0,0,0,5881,46663,40442,7099,56783,113685,9394,33451,53664,8365,61107,30677,"[1, 0, 1, 1, 1, 1]",True,660543929,628726634,0,0,274425103,237839402,403102517,807049815,314238694,504119616,511160055,256613105
0,0,0,0,8692,84129,41127,4660,19598,91196,0,0,0,13065,68675,124935,6303,55458,42585,"[0, 1, 1, 0, 2, 1]",False,0,0,731249268,357475884,91326680,424973360,0,0,897238875,1632275775,349551774,268413255
1,17188,103888,168610,0,0,0,8717,25660,112534,11536,94894,182209,14843,78315,107081,14621,122761,85196,"[1, 0, 1, 1, 1, 1]",True,1785626944,2898068680,0,0,223678220,980958878,1094697184,2101963024,1162429545,1589403283,1794888581,1245650716
0,0,0,0,13125,117892,75575,8726,61973,90692,9741,48250,173385,13651,89794,102653,14529,198551,56891,"[0, 1, 1, 1, 1, 1]",False,0,0,1547332500,991921875,540776398,791378392,470003250,1688943285,1225777894,1401316103,2884747479,826569339
0,9852,24207,53819,0,0,0,14924,57873,113147,7126,27106,80414,8894,29223,51827,0,0,0,"[1, 0, 2, 1, 1, 0]",False,238487364,530224788,0,0,863696652,1688605828,193157356,573030164,259909362,460949338,0,0
1,0,0,0,11395,90416,36743,5964,30407,32756,0,0,0,16894,57656,81602,8727,70532,34436,"[0, 1, 1, 0, 2, 1]",True,0,0,1030290320,418686485,181347348,195356784,0,0,974040464,1378584188,615532764,300522972
0,0,0,0,13059,122010,57378,0,0,0,7037,32309,157373,24327,132804,171768,10941,126208,48231,"[0, 1, 0, 1, 2, 1]",False,0,0,1593328590,749299302,0,0,227358433,1107433801,3230722908,4178600136,1380841728,527695371
1,14905,86434,107048,0,0,0,9556,67598,62466,11199,54960,176694,14435,60298,100286,13808,109314,47974,"[1, 0, 1, 1, 1, 1]",True,1288298770,1595550440,0,0,645966488,596925096,615497040,1978796106,870401630,1447628410,1509407712,662424992
0,0,0,0,14505,103745,75602,7485,55675,165901,8422,20012,110073,13464,55160,79170,8780,39007,52546,"[0, 1, 1, 1, 1, 1]",False,0,0,1504821225,1096607010,416727375,1241768985,168541064,927034806,742674240,1065944880,342481460,461353880
1,0,0,0,15387,134289,57163,9036,14873,86888,0,0,0,29442,125585,172140,15797,162240,55273,"[0, 1, 1, 0, 2, 1]",True,0,0,2066304843,879567081,134392428,785119968,0,0,3697473570,5068145880,2562905280,873147581
1,9556,31840,56998,14056,107381,37222,6879,13085,68286,0,0,0,12720,57649,110061,10728,61615,44524,"[1, 1, 1, 0, 1, 1]",True,304263040,544672888,1509347336,523192432,90011715,469739394,0,0,733295280,1399975920,661005720,477653472
0,0,0,0,14789,105250,53133,0,0,0,6477,21194,102214,20421,80588,132760,10161,56670,41952,"[0, 1, 0, 1, 2, 1]",False,0,0,1556542250,785783937,0,0,137273538,662040078,1645687548,2711091960,575823870,426274272
0,0,0,0,5673,36244,21710,4134,18715,50884,6258,33209,44947,4766,10777,37696,4883,23227,13701,"[0, 1, 1, 1, 1, 1]",False,0,0,205612212,123160830,77367810,210354456,207821922,281278326,51363182,179659136,113417441,66901983
1,9102,25321,33067,0,0,0,12583,75872,70893,14201,40200,72315,0,0,0,0,0,0,"[1, 0, 2, 2, 0, 0]",True,230471742,300975834,0,0,954697376,892046619,570880200,1026945315,0,0,0,0
0,0,0,0,7783,69114,34900,6795,39391,86299,7839,20862,66070,10602,55045,40848,9135,57105,27748,"[0, 1, 1, 1, 1, 1]",False,0,0,537914262,271626700,267661845,586401705,163537218,517922730,583587090,433070496,521654175,253477980
1,0,0,0,10049,64599,42579,5633,27691,104282,0,0,0,17258,59911,105671,9762,62432,60201,"[0, 1, 1, 0, 2, 1]",True,0,0,649155351,427876371,155983403,587420506,0,0,1033944038,1823670118,609461184,587682162
0,0,0,0,6232,26634,33803,0,0,0,10013,48099,128711,6129,35709,54396,6217,62921,21111,"[0, 1, 0, 2, 1, 1]",False,0,0,165983088,210660296,0,0,481615287,1288783243,218860461,333393084,391179857,131247087
1,8326,55799,55158,0,0,0,13669,100864,93388,8174,33622,42112,7419,21881,41828,0,0,0,"[1, 0, 2, 1, 1, 0]",True,464582474,459245508,0,0,1378710016,1276520572,274826228,344223488,162335139,310321932,0,0
0,0,0,0,6449,37608,46066,4421,26158,81991,0,0,0,12853,59978,101322,6692,43477,43448,"[0, 1, 1, 0, 2, 1]",False,0,0,242533992,297079634,115644518,362482211,0,0,770897234,1302291666,290948084,290754016
1,0,0,0,7937,41598,26643,0,0,0,15236,72652,127881,7995,31143,47712,8593,83394,20100,"[0, 1, 0, 2, 1, 1]",True,0,0,330163326,211465491,0,0,1106925872,1948394916,248988285,381457440,716604642,172719300
