,Hero 1,Hero 2,Winning rate,# of rounds,# of winning rounds ▽
2143,Bai Qi,Yang Yuhuan,0.6486486486486487,37,24.0
996,Sun Shangxiang,Sun Ce,0.6666666666666666,36,24.0
490,Guan Yu,Zhu Bajie,0.3582089552238806,67,24.0
243,Zhang Fei,Yang Jian,0.6486486486486487,37,24.0
2129,Bai Qi,Lanlingwang,0.631578947368421,38,24.0
239,Zhang Fei,Cao Cao,0.6666666666666666,36,24.0
245,Zhang Fei,Kuangtie,0.6,40,24.0
975,Sun Shangxiang,Zhou Yu,0.5106382978723404,47,23.999999999999996
141,Taiyi Zhenren,Cao Cao,0.5106382978723404,47,23.999999999999996
2360,Wang Zhaojun,Daqiao,0.5106382978723404,47,23.999999999999996
424,Lv Bu,Yu Ji,0.5609756097560976,41,23.000000000000004
2082,Bull Demon,Galo,0.6571428571428571,35,23.0
537,Guan Yu,Yuan Ge,0.6571428571428571,35,23.0
1062,Shen Mengxi,Liu Bang,0.3709677419354839,62,23.0
56,Marco Polo,Cheng Yaojin,0.46,50,23.0
2570,Lanlingwang,Master Luban,0.8846153846153846,26,23.0
144,Taiyi Zhenren,Meng Tian,0.5111111111111111,45,23.0
1067,Shen Mengxi,Meng Ya,0.5227272727272727,44,23.0
346,Gongsun Li,Yuan Ge,0.38333333333333336,60,23.0
3974,Baili Shouyue,Luna,0.696969696969697,33,23.0
2574,Lanlingwang,Xishi,0.6764705882352942,34,23.0
1750,Mai Shiranui,Yào,0.5111111111111111,45,23.0
3121,Ganjiang Moye,Toho Taiichi,0.71875,32,23.0
2644,Zhou Yu,Yào,0.4791666666666667,48,23.0
2288,Pangu,Xishi,0.6052631578947368,38,23.0
2993,Master Luban,Luna,1.0,23,23.0
1498,Zhang Liang,Yu Ji,0.71875,32,23.0
601,Zhu Bajie,Bull Demon,0.36507936507936506,63,23.0
7,Marco Polo,Pei Qinhu,0.575,40,23.0
505,Guan Yu,Laofuzi,0.7666666666666667,30,23.0
1163,Dun Shan,Shangguan Wan'er,0.5111111111111111,45,23.0
726,Tachibana Ukyo,Chang'e,0.45098039215686275,51,23.0
2573,Lanlingwang,Daqiao,0.5348837209302325,43,22.999999999999996
713,Tachibana Ukyo,Shangguan Wan'er,0.5116279069767442,43,22.0
135,Taiyi Zhenren,Xiang Yu,0.5945945945945946,37,22.0
874,Naklulu,Ma Chao,0.6875,32,22.0
872,Naklulu,Sun Bin,0.3728813559322034,59,22.0
907,Naklulu,Yuan Ge,0.6666666666666666,33,22.0
1487,Zhang Liang,Bai Qi,0.7586206896551724,29,22.0
1180,Dun Shan,Galo,0.36065573770491804,61,22.0
2354,Wang Zhaojun,Guiguzi,0.6875,32,22.0
809,Pei Qinhu,Meng Tian,1.0,22,22.0
133,Taiyi Zhenren,Yu Ji,0.3548387096774194,62,22.0
2568,Lanlingwang,Meng Ya,0.7857142857142857,28,22.0
341,Gongsun Li,Diao Chan,0.5789473684210527,38,22.0
881,Naklulu,Wang Zhaojun,0.4074074074074074,54,22.0
1613,Su Lie,Dian Wei,0.5,44,22.0
138,Taiyi Zhenren,Xishi,0.2894736842105263,76,22.0
2216,Di Renjie,Shangguan Wan'er,0.5789473684210527,38,22.0
164,Taiyi Zhenren,Wu Zetian,0.5789473684210527,38,22.0
3467,Yang Yuhuan,Zhuang Zhou,0.9166666666666666,24,22.0
139,Taiyi Zhenren,Yào,0.4489795918367347,49,22.0
225,Zhang Fei,Liu Bang,0.4,55,22.0
1584,Su Lie,Ganjiang Moye,0.4230769230769231,52,22.0
968,Sun Shangxiang,Bai Qi,0.44,50,22.0
66,Marco Polo,Dian Wei,0.46808510638297873,47,22.0
237,Zhang Fei,Yào,0.46808510638297873,47,22.0
1729,Mai Shiranui,Ma Chao,0.5526315789473685,38,21.000000000000004
885,Naklulu,Zhou Yu,0.27631578947368424,76,21.000000000000004
428,Lv Bu,Daqiao,0.5675675675675675,37,21.0
1496,Zhang Liang,Guiguzi,0.75,28,21.0
2296,Pangu,Diao Chan,0.7777777777777778,27,21.0
2973,Master Luban,Xishi,1.0,21,21.0
2805,Guiguzi,Dian Wei,0.7241379310344828,29,21.0
1912,Laofuzi,Yang Yuhuan,0.4883720930232558,43,21.0
2425,Hua Mulan,Xiahou Dun,0.39622641509433965,53,21.0
335,Gongsun Li,Shangguan Wan'er,0.3387096774193548,62,21.0
128,Taiyi Zhenren,Lanlingwang,0.3333333333333333,63,21.0
603,Zhu Bajie,Di Renjie,0.3684210526315789,57,21.0
604,Zhu Bajie,Pangu,0.45652173913043476,46,21.0
720,Tachibana Ukyo,Kuangtie,0.6176470588235294,34,21.0
1910,Laofuzi,Shangguan Wan'er,0.6774193548387096,31,21.0
1235,Lian Po,Wang Zhaojun,0.3088235294117647,68,21.0
609,Zhu Bajie,Zhou Yu,0.42,50,21.0
3164,Daqiao,Li Yuanfang,0.875,24,21.0
910,Naklulu,Da Mo,0.6774193548387096,31,21.0
351,Gongsun Li,Zhuang Zhou,0.6176470588235294,34,21.0
419,Lv Bu,Lanlingwang,0.42,50,21.0
521,Guan Yu,Xiang Yu,0.5675675675675675,37,21.0
1564,Su Lie,Sun Bin,0.6774193548387096,31,21.0
633,Zhu Bajie,Chang'e,0.7241379310344828,29,21.0
3238,Xishi,Galo,0.84,25,21.0
1415,Zhao Yun,Master Luban,0.75,28,21.0
893,Naklulu,Daqiao,0.7,30,21.0
806,Pei Qinhu,Cao Cao,0.4375,48,21.0
639,Zhu Bajie,Mozi,0.9545454545454546,22,21.0
2205,Di Renjie,Zhou Yu,0.5121951219512195,41,21.0
803,Pei Qinhu,Xishi,0.7407407407407407,27,20.0
1815,Ma Chao,Pangu,0.45454545454545453,44,20.0
514,Guan Yu,Lanlingwang,0.3225806451612903,62,20.0
2649,Zhou Yu,Meng Tian,0.5882352941176471,34,20.0
995,Sun Shangxiang,Yingzheng,0.5405405405405406,37,20.0
2155,Bai Qi,Da Mo,0.6451612903225806,31,20.0
2294,Pangu,Meng Tian,0.6060606060606061,33,20.0
2451,Hua Mulan,Zhuang Zhou,0.45454545454545453,44,20.0
2018,Jing,Nezha,1.0,20,20.0
1248,Lian Po,Xishi,0.8333333333333334,24,20.0
974,Sun Shangxiang,Lanlingwang,0.4444444444444444,45,20.0
805,Pei Qinhu,Shangguan Wan'er,0.40816326530612246,49,20.0
315,Gongsun Li,Jing,0.38461538461538464,52,20.0
154,Taiyi Zhenren,Da Mo,0.6666666666666666,30,20.0
1984,Jing,Ganjiang Moye,0.8695652173913043,23,20.0
4270,Mozi,Cai Wenji,0.6451612903225806,31,20.0
1493,Zhang Liang,Lanlingwang,0.7692307692307693,26,20.0
54,Marco Polo,Chang'e,0.5555555555555556,36,20.0
2775,Guiguzi,Xiang Yu,0.39215686274509803,51,20.0
1650,Sun Bin,Jing,0.8695652173913043,23,20.0
516,Guan Yu,Xiahou Dun,0.4166666666666667,48,20.0
1535,Zhang Liang,Nezha,0.9523809523809523,21,20.0
889,Naklulu,Yu Ji,0.4,50,20.0
1403,Zhao Yun,Bai Qi,0.6896551724137931,29,20.0
1573,Su Lie,Wang Zhaojun,0.5405405405405406,37,20.0
1142,Dun Shan,Laofuzi,0.6060606060606061,33,20.0
1058,Shen Mengxi,Di Renjie,0.38461538461538464,52,20.0
309,Gongsun Li,Zhang Liang,0.43478260869565216,46,20.0
349,Gongsun Li,Da Mo,0.5405405405405406,37,20.0
2127,Bai Qi,Hua Mulan,0.46511627906976744,43,20.0
529,Guan Yu,Li Yuanfang,0.43478260869565216,46,20.0
1484,Zhang Liang,Laofuzi,0.6666666666666666,30,20.0
2975,Master Luban,Shangguan Wan'er,0.9523809523809523,21,20.0
1174,Dun Shan,Yuan Ge,0.8695652173913043,23,20.0
354,Gongsun Li,Mozi,0.9523809523809523,21,20.0
130,Taiyi Zhenren,Xiahou Dun,0.35714285714285715,56,20.0
444,Lv Bu,Chang'e,0.46511627906976744,43,20.0
3220,Xishi,Yào,0.7692307692307693,26,20.0
401,Lv Bu,Dun Shan,0.47619047619047616,42,20.0
1739,Mai Shiranui,Lanlingwang,0.475,40,19.0
961,Sun Shangxiang,Su Lie,0.5588235294117647,34,19.0
2715,Xiahou Dun,Yang Yuhuan,0.5277777777777778,36,19.0
1239,Lian Po,Zhou Yu,0.36538461538461536,52,19.0
142,Taiyi Zhenren,Yang Yuhuan,0.475,40,19.0
1655,Sun Bin,Wang Zhaojun,0.5135135135135135,37,19.0
3049,Xiang Yu,Yuan Ge,0.5588235294117647,34,19.0
1598,Su Lie,Sun Ce,0.6785714285714286,28,19.0
1604,Su Lie,Zhuang Zhou,0.6333333333333333,30,19.0
2719,Xiahou Dun,Diao Chan,0.7307692307692307,26,19.0
57,Marco Polo,Zhuang Zhou,0.5135135135135135,37,19.0
985,Sun Shangxiang,Yào,0.48717948717948717,39,19.0
1322,Jiang Ziya,Hua Mulan,0.5135135135135135,37,19.0
1813,Ma Chao,Bai Qi,0.8636363636363636,22,19.0
619,Zhu Bajie,Yào,0.41304347826086957,46,19.0
2246,Di Renjie,Nezha,1.0,19,19.0
2284,Pangu,Master Luban,0.76,25,19.0
552,Guan Yu,Houyi,1.0,19,19.0
1226,Lian Po,Sun Bin,0.3392857142857143,56,19.0
2290,Pangu,Shangguan Wan'er,0.5277777777777778,36,19.0
1829,Ma Chao,Xishi,0.6129032258064516,31,19.0
1186,Dun Shan,Kai,0.475,40,19.0
1101,Shen Mengxi,Houyi,0.6551724137931034,29,19.0
1167,Dun Shan,Meng Tian,0.40425531914893614,47,19.0
1896,Laofuzi,Hua Mulan,0.6785714285714286,28,19.0
333,Gongsun Li,Xishi,0.5757575757575758,33,19.0
213,Zhang Fei,Su Lie,0.5,38,19.0
1054,Shen Mengxi,Laofuzi,0.59375,32,19.0
1333,Jiang Ziya,Daqiao,1.0,19,19.0
2079,Bull Demon,Da Mo,0.5277777777777778,36,19.0
2500,Liu Bang,Master Luban,0.782608695652174,23,18.0
798,Pei Qinhu,Yu Ji,0.9,20,18.0
621,Zhu Bajie,Cao Cao,0.43902439024390244,41,18.0
2844,Meng Ya,Xishi,0.5294117647058824,34,18.0
818,Pei Qinhu,Chang'e,0.46153846153846156,39,18.0
1570,Su Lie,Bai Qi,0.3,60,18.0
2061,Bull Demon,Ganjiang Moye,0.45,40,18.0
616,Zhu Bajie,Ganjiang Moye,0.3829787234042553,47,18.0
1901,Laofuzi,Guiguzi,0.42857142857142855,42,18.0
2132,Bai Qi,Guiguzi,0.72,25,18.0
2577,Lanlingwang,Cao Cao,0.8571428571428571,21,18.0
1992,Jing,Meng Tian,0.6428571428571429,28,18.0
264,Zhang Fei,Houyi,0.8181818181818182,22,18.0
3465,Yang Yuhuan,Da Mo,0.5142857142857142,35,18.0
1102,Shen Mengxi,Baili Xuance,0.75,24,18.0
2791,Guiguzi,Yuan Ge,0.6206896551724138,29,18.0
1420,Zhao Yun,Yào,0.6666666666666666,27,18.0
2366,Wang Zhaojun,Li Yuanfang,0.75,24,18.0
547,Guan Yu,Toho Taiichi,0.75,24,18.0
2459,Hua Mulan,Wu Zetian,0.47368421052631576,38,18.0
251,Zhang Fei,Chang'e,0.782608695652174,23,18.0
1231,Lian Po,Bull Demon,0.35294117647058826,51,18.0
1735,Mai Shiranui,Pangu,0.5294117647058824,34,18.0
118,Taiyi Zhenren,Ma Chao,0.3050847457627119,59,18.0
238,Zhang Fei,Shangguan Wan'er,0.6428571428571429,28,18.0
1337,Jiang Ziya,Cao Cao,0.6923076923076923,26,18.0
2362,Wang Zhaojun,Yào,0.6206896551724138,29,18.0
115,Taiyi Zhenren,Su Lie,0.375,48,18.0
3160,Daqiao,Yào,0.5483870967741935,31,17.0
1929,Laofuzi,Mozi,0.8947368421052632,19,17.0
694,Tachibana Ukyo,Bull Demon,0.6538461538461539,26,17.0
812,Pei Qinhu,Kuangtie,0.4594594594594595,37,17.0
1331,Jiang Ziya,Xiang Yu,0.4594594594594595,37,17.0
2067,Bull Demon,Yang Yuhuan,0.6071428571428571,28,17.0
267,Zhang Fei,Zhuge Liang,0.7727272727272727,22,17.0
1244,Lian Po,Master Luban,0.53125,32,17.0
955,Sun Shangxiang,Shen Mengxi,0.3469387755102041,49,17.0
1076,Shen Mengxi,Cao Cao,0.4146341463414634,41,17.0
1509,Zhang Liang,Meng Tian,0.6071428571428571,28,17.0
38,Marco Polo,Daqiao,0.68,25,17.0
2203,Di Renjie,Liu Bang,0.8947368421052632,19,17.0
1916,Laofuzi,Diao Chan,0.53125,32,17.0
1755,Mai Shiranui,Meng Tian,0.3090909090909091,55,17.0
2318,Pangu,Genghis Khan,0.68,25,17.0
1262,Lian Po,Baili Shouyue,0.7727272727272727,22,17.0
2071,Bull Demon,Diao Chan,0.7391304347826086,23,17.0
1587,Su Lie,Yào,0.5862068965517241,29,17.0
799,Pei Qinhu,Master Luban,0.8947368421052632,19,17.0
981,Sun Shangxiang,Xiang Yu,0.7727272727272727,22,17.0
451,Lv Bu,Cai Wenji,0.5151515151515151,33,17.0
1256,Lian Po,Diao Chan,0.5862068965517241,29,17.0
911,Naklulu,Cheng Yaojin,0.5862068965517241,29,17.0
702,Tachibana Ukyo,Zhou Yu,0.4146341463414634,41,17.0
648,Zhu Bajie,Genghis Khan,0.6296296296296297,27,17.0
423,Lv Bu,Meng Ya,0.27419354838709675,62,17.0
626,Zhu Bajie,Diao Chan,0.7727272727272727,22,17.0
794,Pei Qinhu,Zhou Yu,0.4146341463414634,41,17.0
1189,Dun Shan,Houyi,0.7391304347826086,23,17.0
1083,Shen Mengxi,Agudo,0.288135593220339,59,17.0
1339,Jiang Ziya,Li Yuanfang,0.4857142857142857,35,17.0
247,Zhang Fei,Yingzheng,0.4722222222222222,36,17.0
166,Taiyi Zhenren,Houyi,0.85,20,17.0
2718,Xiahou Dun,Yang Jian,0.37777777777777777,45,17.0
1185,Dun Shan,Li Xin,0.7083333333333334,24,17.0
2299,Pangu,Yingzheng,0.6296296296296297,27,17.0
359,Gongsun Li,Wu Zetian,0.6956521739130435,23,16.0
897,Naklulu,Cao Cao,0.5333333333333333,30,16.0
2450,Hua Mulan,Cheng Yaojin,0.8,20,16.0
816,Pei Qinhu,Yuan Ge,0.6956521739130435,23,16.0
1418,Zhao Yun,Daqiao,0.48484848484848486,33,16.0
823,Pei Qinhu,Luna,0.6153846153846154,26,16.0
1480,Zhang Liang,Su Lie,0.4444444444444444,36,16.0
3173,Daqiao,Baili Shouyue,0.8888888888888888,18,16.0
1523,Zhang Liang,Luna,0.6956521739130435,23,16.0
792,Pei Qinhu,Liu Bang,0.4,40,16.0
1326,Jiang Ziya,Xiahou Dun,0.36363636363636365,44,16.0
255,Zhang Fei,Galo,0.7272727272727273,22,16.0
256,Zhang Fei,Luna,0.6956521739130435,23,16.0
2533,Liu Bang,Baili Xuance,0.8,20,16.0
1918,Laofuzi,Agudo,0.8888888888888888,18,16.0
1249,Lian Po,Yào,0.36363636363636365,44,16.0
990,Sun Shangxiang,Meng Tian,0.42105263157894735,38,16.0
313,Gongsun Li,Ma Chao,0.45714285714285713,35,16.0
3005,Master Luban,Nezha,1.0,16,16.0
1074,Shen Mengxi,Yào,0.43243243243243246,37,16.0
624,Zhu Bajie,Meng Tian,0.7272727272727273,22,16.0
41,Marco Polo,Shangguan Wan'er,0.35555555555555557,45,16.0
3034,Xiang Yu,Ganjiang Moye,0.5161290322580645,31,16.0
1894,Laofuzi,Pangu,0.64,25,16.0
39,Marco Polo,Xishi,0.3137254901960784,51,16.0
2055,Bull Demon,Xiahou Dun,0.5161290322580645,31,16.0
457,Lv Bu,Houyi,1.0,16,16.0
1181,Dun Shan,Luna,0.9411764705882353,17,16.0
348,Gongsun Li,Chang'e,0.64,25,16.0
450,Lv Bu,Mozi,0.5517241379310345,29,16.0
1589,Su Lie,Cao Cao,0.5161290322580645,31,16.0
1085,Shen Mengxi,Sun Ce,0.5161290322580645,31,16.0
250,Zhang Fei,Baili Shouyue,0.47058823529411764,34,16.0
1825,Ma Chao,Master Luban,0.7272727272727273,22,16.0
1654,Sun Bin,Pangu,0.64,25,16.0
209,Zhang Fei,Lian Po,0.23880597014925373,67,16.0
1159,Dun Shan,Ganjiang Moye,0.4,40,16.0
2303,Pangu,Chang'e,0.6956521739130435,23,16.0
3622,Yang Jian,Yingzheng,0.5161290322580645,31,16.0
2064,Bull Demon,Yào,0.5,32,16.0
1973,Jing,Wang Zhaojun,0.5517241379310345,29,16.0
1156,Dun Shan,Yu Ji,0.27586206896551724,58,16.0
643,Zhu Bajie,Kai,0.48484848484848486,33,16.0
1915,Laofuzi,Yang Jian,0.5172413793103449,29,15.000000000000002
827,Pei Qinhu,Li Xin,0.6,25,15.0
2287,Pangu,Daqiao,0.8333333333333334,18,15.0
912,Naklulu,Zhuang Zhou,0.4838709677419355,31,15.0
2022,Jing,Yáo,0.9375,16,15.0
1891,Laofuzi,Bull Demon,0.7142857142857143,21,15.0
2289,Pangu,Yào,0.6521739130434783,23,15.0
1565,Su Lie,Mai Shiranui,0.3333333333333333,45,15.0
2589,Lanlingwang,Chang'e,0.7894736842105263,19,15.0
2498,Liu Bang,Meng Ya,0.8823529411764706,17,15.0
1169,Dun Shan,Diao Chan,0.42857142857142855,35,15.0
555,Guan Yu,Zhuge Liang,0.5357142857142857,28,15.0
2974,Master Luban,Yào,0.8333333333333334,18,15.0
1427,Zhao Yun,Diao Chan,0.625,24,15.0
2153,Bai Qi,Baili Shouyue,0.8333333333333334,18,15.0
2905,Yu Ji,Master Luban,0.6521739130434783,23,15.0
369,Gongsun Li,Yáo,0.36585365853658536,41,15.0
75,Marco Polo,Yáo,0.42857142857142855,35,15.0
1055,Shen Mengxi,Jing,0.2777777777777778,54,15.0
2152,Bai Qi,Yuan Ge,0.5357142857142857,28,15.0
1063,Shen Mengxi,Lanlingwang,0.30612244897959184,49,15.0
360,Gongsun Li,Dian Wei,0.5,30,15.0
1227,Lian Po,Mai Shiranui,0.4411764705882353,34,15.0
714,Tachibana Ukyo,Cao Cao,0.46875,32,15.0
433,Lv Bu,Yang Yuhuan,0.5555555555555556,27,15.0
2049,Bull Demon,Pangu,0.5357142857142857,28,15.0
535,Guan Yu,Yingzheng,0.29411764705882354,51,15.0
1323,Jiang Ziya,Liu Bang,0.46875,32,15.0
1324,Jiang Ziya,Lanlingwang,0.3191489361702128,47,15.0
2161,Bai Qi,Cai Wenji,0.9375,16,15.0
420,Lv Bu,Zhou Yu,0.40540540540540543,37,15.0
2125,Bai Qi,Pangu,0.9375,16,15.0
700,Tachibana Ukyo,Liu Bang,0.21428571428571427,70,15.0
1327,Jiang Ziya,Guiguzi,0.5555555555555556,27,15.0
155,Taiyi Zhenren,Cheng Yaojin,0.39473684210526316,38,15.0
1092,Shen Mengxi,Galo,0.9375,16,15.0
804,Pei Qinhu,Yào,0.38461538461538464,39,15.0
1752,Mai Shiranui,Cao Cao,0.5,30,15.0
1577,Su Lie,Zhou Yu,0.39473684210526316,38,15.0
922,Naklulu,Houyi,0.5555555555555556,27,15.0
1242,Lian Po,Meng Ya,0.75,20,15.0
427,Lv Bu,Ganjiang Moye,0.6,25,15.0
241,Zhang Fei,Li Yuanfang,0.4838709677419355,31,15.0
350,Gongsun Li,Cheng Yaojin,0.4838709677419355,31,15.0
1819,Ma Chao,Lanlingwang,0.42857142857142855,35,15.0
1229,Lian Po,Laofuzi,0.5555555555555556,27,15.0
61,Marco Polo,Cai Wenji,0.6521739130434783,23,15.0
722,Tachibana Ukyo,Yingzheng,0.5769230769230769,26,14.999999999999998
540,Guan Yu,Da Mo,0.6818181818181818,22,14.999999999999998
1082,Shen Mengxi,Kuangtie,0.3409090909090909,44,14.999999999999998
2078,Bull Demon,Chang'e,0.5769230769230769,26,14.999999999999998
1970,Jing,Bai Qi,0.34146341463414637,41,14.000000000000002
1500,Zhang Liang,Xiang Yu,0.27450980392156865,51,14.000000000000002
3401,Cao Cao,Diao Chan,0.5384615384615384,26,14.0
347,Gongsun Li,Baili Shouyue,0.7368421052631579,19,14.0
344,Gongsun Li,Yingzheng,0.3333333333333333,42,14.0
1320,Jiang Ziya,Pangu,0.5384615384615384,26,14.0
1268,Lian Po,Luna,0.7,20,14.0
3928,Yuan Ge,Luna,0.7,20,14.0
1284,Lian Po,Yáo,0.5,28,14.0
3568,Meng Tian,Agudo,0.24561403508771928,57,14.0
2512,Liu Bang,Diao Chan,0.4666666666666667,30,14.0
999,Sun Shangxiang,Chang'e,0.5384615384615384,26,14.0
1238,Lian Po,Lanlingwang,0.3888888888888889,36,14.0
1351,Jiang Ziya,Cheng Yaojin,0.4117647058823529,34,14.0
2794,Guiguzi,Da Mo,0.4375,32,14.0
3105,Ganjiang Moye,Yang Jian,0.4666666666666667,30,14.0
1600,Su Lie,Baili Shouyue,0.42424242424242425,33,14.0
822,Pei Qinhu,Galo,0.5384615384615384,26,14.0
819,Pei Qinhu,Da Mo,0.6363636363636364,22,14.0
2639,Zhou Yu,Master Luban,0.875,16,14.0
2047,Bull Demon,Bai Qi,0.6666666666666666,21,14.0
125,Taiyi Zhenren,Wang Zhaojun,0.2,70,14.0
2653,Zhou Yu,Agudo,0.875,16,14.0
788,Pei Qinhu,Di Renjie,0.4,35,14.0
2722,Xiahou Dun,Yingzheng,0.5185185185185185,27,14.0
447,Lv Bu,Zhuang Zhou,0.5384615384615384,26,14.0
261,Zhang Fei,Kai,0.5,28,14.0
143,Taiyi Zhenren,Li Yuanfang,0.3783783783783784,37,14.0
2053,Bull Demon,Lanlingwang,0.25925925925925924,54,14.0
1934,Laofuzi,Wu Zetian,0.6666666666666666,21,14.0
1919,Laofuzi,Yingzheng,0.45161290322580644,31,14.0
718,Tachibana Ukyo,Yang Jian,0.7777777777777778,18,14.0
151,Taiyi Zhenren,Yuan Ge,0.4827586206896552,29,14.0
257,Zhang Fei,Mozi,0.9333333333333333,15,14.0
3112,Ganjiang Moye,Baili Shouyue,0.7368421052631579,19,14.0
163,Taiyi Zhenren,Kai,0.6086956521739131,23,14.0
1748,Mai Shiranui,Daqiao,0.875,16,14.0
646,Zhu Bajie,Houyi,1.0,14,14.0
1814,Ma Chao,Di Renjie,0.45161290322580644,31,14.0
2215,Di Renjie,Yào,0.4375,32,14.0
1822,Ma Chao,Guiguzi,0.6666666666666666,21,14.0
2058,Bull Demon,Yu Ji,0.4666666666666667,30,14.0
1434,Zhao Yun,Chang'e,0.5,28,14.0
246,Zhang Fei,Agudo,0.22950819672131148,61,14.0
2441,Hua Mulan,Diao Chan,0.5185185185185185,27,14.0
2804,Guiguzi,Wu Zetian,0.4117647058823529,34,14.0
1340,Jiang Ziya,Meng Tian,0.30952380952380953,42,13.0
1730,Mai Shiranui,Laofuzi,0.40625,32,13.0
1057,Shen Mengxi,Bai Qi,0.5909090909090909,22,13.0
1660,Sun Bin,Xiahou Dun,0.325,40,13.0
358,Gongsun Li,Kai,0.5416666666666666,24,13.0
1671,Sun Bin,Cao Cao,0.41935483870967744,31,13.0
2279,Pangu,Zhou Yu,0.3939393939393939,33,13.0
345,Gongsun Li,Sun Ce,0.4482758620689655,29,13.0
442,Lv Bu,Yuan Ge,0.48148148148148145,27,13.0
3361,Shangguan Wan'er,Kai,0.4482758620689655,29,13.0
1178,Dun Shan,Cheng Yaojin,0.52,25,13.0
1732,Mai Shiranui,Bull Demon,0.34210526315789475,38,13.0
1139,Dun Shan,Sun Bin,0.8125,16,13.0
2091,Bull Demon,Houyi,0.9285714285714286,14,13.0
1016,Sun Shangxiang,Nezha,0.3611111111111111,36,13.0
3052,Xiang Yu,Da Mo,0.5,26,13.0
49,Marco Polo,Agudo,0.6190476190476191,21,13.0
1743,Mai Shiranui,Meng Ya,0.37142857142857144,35,13.0
3044,Xiang Yu,Diao Chan,0.6190476190476191,21,13.0
432,Lv Bu,Cao Cao,0.3023255813953488,43,13.0
1241,Lian Po,Guiguzi,0.6842105263157895,19,13.0
3359,Shangguan Wan'er,Toho Taiichi,0.7647058823529411,17,13.0
1280,Lian Po,Nezha,1.0,13,13.0
1594,Su Lie,Diao Chan,0.43333333333333335,30,13.0
3407,Cao Cao,Baili Shouyue,0.8666666666666667,15,13.0
544,Guan Yu,Luna,1.0,13,13.0
2444,Hua Mulan,Yingzheng,0.4482758620689655,29,13.0
1820,Ma Chao,Zhou Yu,0.35135135135135137,37,13.0
2373,Wang Zhaojun,Sun Ce,0.4482758620689655,29,13.0
2579,Lanlingwang,Li Yuanfang,0.5,26,13.0
2364,Wang Zhaojun,Cao Cao,0.4482758620689655,29,13.0
506,Guan Yu,Jing,0.4482758620689655,29,13.0
2063,Bull Demon,Xishi,0.6842105263157895,19,13.0
2176,Bai Qi,Angela,0.9285714285714286,14,13.0
3222,Xishi,Cao Cao,0.65,20,13.0
2073,Bull Demon,Agudo,0.8125,16,13.0
1512,Zhang Liang,Kuangtie,0.65,20,13.0
1093,Shen Mengxi,Luna,0.8666666666666667,15,13.0
1406,Zhao Yun,Wang Zhaojun,0.2826086956521739,46,12.999999999999998
2595,Lanlingwang,Mozi,0.5652173913043478,23,12.999999999999998
3043,Xiang Yu,Yang Jian,0.5652173913043478,23,12.999999999999998
1233,Lian Po,Di Renjie,0.2826086956521739,46,12.999999999999998
2005,Jing,Galo,0.4444444444444444,27,12.0
2602,Lanlingwang,Houyi,0.8571428571428571,14,12.0
2846,Meng Ya,Shangguan Wan'er,0.8571428571428571,14,12.0
531,Guan Yu,Yang Jian,0.5454545454545454,22,12.0
170,Taiyi Zhenren,Nezha,0.41379310344827586,29,12.0
4104,Cheng Yaojin,Zhuang Zhou,0.7058823529411765,17,12.0
1892,Laofuzi,Bai Qi,0.6666666666666666,18,12.0
2138,Bai Qi,Daqiao,0.4444444444444444,27,12.0
1008,Sun Shangxiang,Li Xin,0.6666666666666666,18,12.0
2596,Lanlingwang,Cai Wenji,1.0,12,12.0
611,Zhu Bajie,Guiguzi,0.4444444444444444,27,12.0
1905,Laofuzi,Xiang Yu,0.4444444444444444,27,12.0
2988,Master Luban,Chang'e,0.7058823529411765,17,12.0
1977,Jing,Zhou Yu,0.6,20,12.0
2236,Di Renjie,Cai Wenji,0.9230769230769231,13,12.0
2852,Meng Ya,Diao Chan,0.8,15,12.0
2907,Yu Ji,Ganjiang Moye,0.8571428571428571,14,12.0
2214,Di Renjie,Xishi,0.6666666666666666,18,12.0
1981,Jing,Yu Ji,0.41379310344827586,29,12.0
2165,Bai Qi,Wu Zetian,0.5217391304347826,23,12.0
599,Zhu Bajie,Laofuzi,0.5714285714285714,21,12.0
2282,Pangu,Meng Ya,0.75,16,12.0
608,Zhu Bajie,Lanlingwang,0.6,20,12.0
449,Lv Bu,Luna,0.5217391304347826,23,12.0
1906,Laofuzi,Ganjiang Moye,0.4,30,12.0
244,Zhang Fei,Diao Chan,0.4444444444444444,27,12.0
249,Zhang Fei,Yuan Ge,0.5,24,12.0
1988,Jing,Shangguan Wan'er,0.375,32,12.0
2911,Yu Ji,Shangguan Wan'er,0.5,24,12.0
3342,Shangguan Wan'er,Meng Tian,1.0,12,12.0
991,Sun Shangxiang,Yang Jian,0.48,25,12.0
906,Naklulu,Sun Ce,0.42857142857142855,28,12.0
821,Pei Qinhu,Zhuang Zhou,0.5454545454545454,22,12.0
418,Lv Bu,Liu Bang,0.34285714285714286,35,12.0
1670,Sun Bin,Shangguan Wan'er,0.6666666666666666,18,12.0
2635,Zhou Yu,Xiahou Dun,0.4444444444444444,27,12.0
1428,Zhao Yun,Kuangtie,0.35294117647058826,34,12.0
730,Tachibana Ukyo,Galo,0.46153846153846156,26,12.0
1347,Jiang Ziya,Yuan Ge,0.5,24,12.0
743,Tachibana Ukyo,Nezha,0.48,25,12.0
150,Taiyi Zhenren,Sun Ce,0.2608695652173913,46,12.0
